"Anatomical Structures, Cell Types and Biomarkers (ASCT+B) Tables to 3D Reference Object Library Mapping v1.2",,,,,,
,,,,,,
Author Name(s):,"Ellen M. Quardokus;  Heidi Schlehlein; Bruce Herr, II; Katy Borner",,,,,
Author ORCID(s):,"0000-0001-7655-4833; 0000-0002-3333-5646;  0000-0002-8977-498X, 0000-0002-6703-7647, 0000-0002-3321-6137",,,,,
Reviewer(s):,,,,,,
Reviewer ORCID(s):,,,,,,
General Publication(s):,"Börner, Katy, Sarah A. Teichmann, Ellen M. Quardokus, James C. Gee, Kristen Browne, David Osumi-Sutherland, Bruce W. Herr, et al. 2021. “Anatomical Structures, Cell Types and Biomarkers of the Human Reference Atlas.” Nature Cell Biology 23 (11): 1117–28. https://doi.org/10.1038/s41556-021-00788-6.",,,,,
Data DOI:,https://doi.org/10.48539/HBM858.DNFV.736,,,,,
Date:,5/6/2022,,,,,
Version Number:,v1.2,,,,,
anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,representation_of,glb file of single organs
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_left_ventricle,heart left ventricle,UBERON:0002084,http://purl.obolibrary.org/obo/UBERON_0002084,VH_F_Heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_right_cardiac_atrium,right cardiac atrium,UBERON:0002078,http://purl.obolibrary.org/obo/UBERON_0002078,VH_F_Heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_right_ventricle,heart right ventricle,UBERON:0002080,http://purl.obolibrary.org/obo/UBERON_0002080,VH_F_Heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_papillary_muscle_of_heart,papillary muscle of heart,UBERON:0002494,http://purl.obolibrary.org/obo/UBERON_0002494,VH_F_Heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_papillary_muscle_of_heart_ant,Anterior papillary muscle of left ventricle,FMA:7264,http://purl.org/sig/ont/fma/fma7264,VH_F_Heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_papillary_muscle_of_heart_antlat,Anterolateral head of lateral papillary muscle of left ventricle,FMA:7265,http://purl.org/sig/ont/fma/fma7265,VH_F_Heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_papillary_muscle_of_heart_med,Septal papillary muscle of right ventricle,FMA:7262,http://purl.org/sig/ont/fma/fma7262,VH_F_Heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_papillary_muscle_of_heart_pos,Posterior papillary muscle of right ventricle,FMA:7261,http://purl.org/sig/ont/fma/fma7261,VH_F_Heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_papillary_muscle_of_heart_posmed,Posteromedial head of posterior papillary muscle of left ventricle,FMA:7267,http://purl.org/sig/ont/fma/fma7267,VH_F_Heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_valve,valve,UBERON:0003978,http://purl.obolibrary.org/obo/UBERON_0003978,VH_F_Heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_aortic_valve,aortic valve,UBERON:0002137,http://purl.obolibrary.org/obo/UBERON_0002137,VH_F_Heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_pulmonary_valve,pulmonary valve,UBERON:0002146,http://purl.obolibrary.org/obo/UBERON_0002146,VH_F_Heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_mitral_valve,mitral valve,UBERON:0002135,http://purl.obolibrary.org/obo/UBERON_0002135,VH_F_Heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_tricuspid_valve,tricuspid valve,UBERON:0002134,http://purl.obolibrary.org/obo/UBERON_0002134,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_blood_vasculature,blood vasculature,UBERON:0004537,http://purl.obolibrary.org/obo/UBERON_0004537,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_blood_vasculature_of_uterus,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_uterine_artery,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_uterine_artery,Left uterine artery,FMA:18831,http://purl.obolibrary.org/obo/FMA_18831,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_uterine_artery,Right uterine artery,FMA:18830,http://purl.obolibrary.org/obo/FMA_18830,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_uterine_vein,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_uterine_vein,Left uterine vein,FMA:18898,http://purl.obolibrary.org/obo/FMA_18898,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_uterine_vein,Right uterine vein,FMA:18897,http://purl.obolibrary.org/obo/FMA_18897,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_blood_vasculature_of_eye,Blood vasculature of eye,UBERON:0002203,http://purl.obolibrary.org/obo/UBERON_0002203,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ocular_veins,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ocular_veins_L,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_inferior_ophthalmic_vein_L,Left inferior ophthalmic vein,FMA:51251,http://purl.obolibrary.org/obo/FMA_51251,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_superior_ophthalmic_vein_L,Left superior ophthalmic vein,FMA:51249,http://purl.obolibrary.org/obo/FMA_51249,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_central_retinal_vein_L,Left central retinal vein,FMA:51885,http://purl.obolibrary.org/obo/FMA_51885,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ophthalmic_vein_L,ophthalmic vein,UBERON:0011191,http://purl.obolibrary.org/obo/UBERON_0011191,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ocular_veins_R,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_superior_ophthalmic_vein_R,Right superior ophthalmic vein,FMA:51248,http://purl.obolibrary.org/obo/FMA_51248,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ophthalmic_vein_R,ophthalmic vein,UBERON:0011191,http://purl.obolibrary.org/obo/UBERON_0011191,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_central_retinal_vein_R,Right central retinal vein,FMA:51884,http://purl.obolibrary.org/obo/FMA_51884,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_inferior_ophthalmic_vein_R,Right inferior ophthalmic vein,FMA:51250,http://purl.obolibrary.org/obo/FMA_51250,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ocular_arteries,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ocular_arteries_R,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_central_retinal_artery_R,Right central retinal artery,FMA:49880,http://purl.obolibrary.org/obo/FMA_49880,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_opthalmic_artery_R,ophthalmic artery,UBERON:0001619,http://purl.obolibrary.org/obo/UBERON_0001619,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ocular_arteries_L,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_opthalmic_artery_L,ophthalmic artery,UBERON:0001619,http://purl.obolibrary.org/obo/UBERON_0001619,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_central_retinal_artery_L,Left central retinal artery,FMA:49881,http://purl.obolibrary.org/obo/FMA_49881,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_blood_vasculature_of_kidney,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_arteries_of_kidney,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_renal_artery,renal artery,UBERON:0001184,http://purl.obolibrary.org/obo/UBERON_0001184,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_renal_artery,right renal artery,UBERON:0001185,http://purl.obolibrary.org/obo/UBERON_0001185,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_renal_artery,left renal artery,UBERON:0001186,http://purl.obolibrary.org/obo/UBERON_0001186,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_veins_of_kidney,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_renal_vein,renal vein,UBERON:0001140,http://purl.obolibrary.org/obo/UBERON_0001140,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_renal_vein,left renal vein,UBERON:0001142,http://purl.obolibrary.org/obo/UBERON_0001142,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_renal_vein,right renal vein,UBERON:0001141,http://purl.obolibrary.org/obo/UBERON_0001141,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_blood_vasculature_of_large_intestine,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_veins_of_large_intestine,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_superior_mesenteric_vein,superior mesenteric vein,UBERON:0001138,http://purl.org/sig/ont/fma/fma14332,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_superior_rectal_vein,superior rectal artery,UBERON:0035040,http://purl.obolibrary.org/obo/UBERON_0035040,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_common_iliac_vein,common iliac vein,UBERON:0001139,http://purl.obolibrary.org/obo/UBERON_0001139,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_common_iliac_vein,Left common iliac vein,FMA:21388,http://purl.org/sig/ont/fma/fma21388,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_common_iliac_vein,Right common iliac vein,FMA:21387,http://purl.org/sig/ont/fma/fma21387,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_colic_vein,Left colic vein,FMA:15394,http://purl.org/sig/ont/fma/fma15394,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_colic_vein,Right colic vein,FMA:15407,http://purl.org/sig/ont/fma/fma15407,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ileocolic_vein,ileocolic vein,UBERON:0001219,http://purl.obolibrary.org/obo/UBERON_0001219,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_middle_colic_vein,middle colic vein,UBERON:0001218,http://purl.obolibrary.org/obo/UBERON_0001218,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_inferior_rectal_vein,Inferior rectal vein,FMA:21242,http://purl.org/sig/ont/fma/fma21242,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_inferior_rectal_vein_L,Inferior rectal vein,FMA:21242,http://purl.org/sig/ont/fma/fma21242,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_inferior_rectal_vein_R,Inferior rectal vein,FMA:21242,http://purl.org/sig/ont/fma/fma21242,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_internal_iliac_vein,internal iliac vein,UBERON:0001317,http://purl.obolibrary.org/obo/UBERON_0001317,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_internal_iliac_vein_L,internal iliac vein,UBERON:0001317,http://purl.obolibrary.org/obo/UBERON_0001317,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_internal_iliac_vein_R,internal iliac vein,UBERON:0001317,http://purl.obolibrary.org/obo/UBERON_0001317,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_internal_pudendal_vein,internal pudendal vein,UBERON:0018252,http://purl.obolibrary.org/obo/UBERON_0018252,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_internal_pudendal_vein_L,internal pudendal vein,UBERON:0018252,http://purl.obolibrary.org/obo/UBERON_0018252,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_internal_pudendal_vein_R,internal pudendal vein,UBERON:0018252,http://purl.obolibrary.org/obo/UBERON_0018252,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_middle_rectal_vein,Middle rectal vein,FMA:18893,http://purl.org/sig/ont/fma/fma18893,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_middle_rectal_vein_L,Left middle rectal vein,FMA:18895,http://purl.org/sig/ont/fma/fma18895,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_middle_rectal_vein_R,Right middle rectal vein,FMA:18894,http://purl.org/sig/ont/fma/fma18894,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_sigmoid_vein,sigmoid vein,FMA:15395,http://purl.org/sig/ont/fma/fma15395,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_sigmoid_vein_a,sigmoid vein,FMA:15395,http://purl.org/sig/ont/fma/fma15395,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_sigmoid_vein_c,sigmoid vein,FMA:15395,http://purl.org/sig/ont/fma/fma15395,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_median_sacral_vein,median sacral vein,UBERON:0006687,http://purl.obolibrary.org/obo/UBERON_0006687,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_sigmoid_vein_b,sigmoid vein,FMA:15395,http://purl.org/sig/ont/fma/fma15395,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_inferior_pancreaticoduodenal_vein,Inferior pancreaticoduodenal vein,FMA:0329299,http://purl.org/sig/ont/fma/fma0329299,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_inferior_mesenteric_vein,superior mesenteric artery,UBERON:0001182,http://purl.obolibrary.org/obo/UBERON_0001182,VH_F_Blood_Vasculature
#VHFBloodVasculature,-,VH_F_arteries_of_large_intestine,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_colic_artery,Left colic artery,FMA:14826,http://purl.org/sig/ont/fma/fma14826,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_colic_artery,Right colic artery,FMA:14811,http://purl.org/sig/ont/fma/fma14811,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_ileocolic_artery,ileocolic artery,UBERON:0035548,http://purl.obolibrary.org/obo/UBERON_0001197,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_middle_colic_artery,middle colic artery,UBERON:0001196,http://purl.obolibrary.org/obo/UBERON_0001196,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_celiac_trunk,Celiac trunk,FMA:14812,http://purl.obolibrary.org/obo/FMA_14812,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_superior_rectal_artery,superior rectal artery,UBERON:0035040,http://purl.obolibrary.org/obo/UBERON_0035040,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_superior_mesenteric_artery,superior mesenteric artery,UBERON:0001182,http://purl.obolibrary.org/obo/UBERON_0001182,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_inferior_mesenteric_artery,inferior mesenteric artery,UBERON:0001183,http://purl.obolibrary.org/obo/UBERON_0001183,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_marginal_artery_of_Drummond,marginal colic artery,FMA:14824,http://purl.org/sig/ont/fma/fma14824,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_sigmoid_artery,sigmoid artery,UBERON:0035180,http://purl.obolibrary.org/obo/UBERON_0035180,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_sigmoid_artery_c,sigmoid artery,UBERON:0035180,http://purl.obolibrary.org/obo/UBERON_0035180,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_sigmoid_artery_b,sigmoid artery,UBERON:0035180,http://purl.obolibrary.org/obo/UBERON_0035180,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_sigmoid_artery_a,sigmoid artery,UBERON:0035180,http://purl.obolibrary.org/obo/UBERON_0035180,VH_F_Blood_Vasculature
#VHFBloodVasculature,-,VH_F_blood_vasculature_of_spleen,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,-,VH_F_arteries_of_spleen,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_splenic_artery,splenic artery,UBERON:0001194,http://purl.obolibrary.org/obo/UBERON_0001194,VH_F_Blood_Vasculature
#VHFBloodVasculature,-,VH_F_veins_of_spleen,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_splenic_vein,splenic vein,UBERON:0003713,http://purl.obolibrary.org/obo/UBERON_0003713,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_blood_vasculature_of_gallbladder,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_arteries_of_gallbladder,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_cystic_artery,cystic artery,UBERON:0039222,http://purl.obolibrary.org/obo/UBERON_0039222,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_veins_of_gallbladder,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_cystic_vein,cystic vein,UBERON:0035392,http://purl.obolibrary.org/obo/UBERON_0035392,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_blood_vasculature_of_liver,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_arteries_of_liver,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_middle_hepatic_artery_branch_of_left_hepatic_artery,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_proper_hepatic_artery,Hepatic artery proper,FMA:14772,http://purl.obolibrary.org/obo/FMA_14772,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_hepatic_artery,Right hepatic artery,FMA:14778,http://purl.obolibrary.org/obo/FMA_14778,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_common_hepatic_artery,common hepatic artery,UBERON:0005436,http://purl.obolibrary.org/obo/UBERON_0005436,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_posterior_segmental_right_hepatic_artery,-,-,-,-
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_anterior_segmental_right_hepatic_artery,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_hepatic_artery,Left hepatic artery,FMA:14779,http://purl.obolibrary.org/obo/FMA_14779,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_veins_of_liver,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_hepatic_portal_vein,hepatic portal vein,UBERON:0001639,http://purl.obolibrary.org/obo/UBERON_0001639,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_middle_hepatic_vein,Middle hepatic vein,FMA:14340,http://purl.obolibrary.org/obo/FMA_14340,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_hepatic_vein,Left hepatic vein,FMA:14339,http://purl.obolibrary.org/obo/FMA_14339,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_hepatic_vein,Right hepatic vein,FMA:14338,http://purl.obolibrary.org/obo/FMA_14338,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_branch_of_portal_vein,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_branch_of_portal_vein,-,-,-,VH_F_Blood_Vasculature
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_blood_vasculature_of_heart,-,-,-,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_veins_of_heart,-,-,-,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_pulmonary_vein,pulmonary vein,UBERON:0002016,http://purl.obolibrary.org/obo/UBERON_0002016,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_pulmonary_vein_L_sup,left superior pulmonary vein,FMA:49916,http://purl.org/sig/ont/fma/fma49916,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_pulmonary_vein_R_inf,left inferior pulmonary vein,FMA:49913,http://purl.org/sig/ont/fma/fma49913,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_pulmonary_vein_R_sup,right superior pulmonary vein,FMA:49914,http://purl.org/sig/ont/fma/fma49914,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_pulmonary_vein_L_inf,right inferior pulmonary vein,FMA:49911,http://purl.org/sig/ont/fma/fma49911,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_cardiac_vein,cardiac vein,UBERON:0004148,http://purl.obolibrary.org/obo/UBERON_0004148,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_coronary_sinus,coronary sinus,UBERON:0005438,http://purl.obolibrary.org/obo/UBERON_0005438,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_great_cardiac_vein,great vein of heart,UBERON:0006958,http://purl.obolibrary.org/obo/UBERON_0006958,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_middle_cardiac_vein,middle cardiac vein,UBERON:0009687,http://purl.obolibrary.org/obo/UBERON_0009687,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_oblique_vein_of_left_atrium,Oblique vein of left atrium,FMA:4715,http://purl.org/sig/ont/fma/fma4715,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_marginal_vein,left marginal vein,FMA:4708,http://purl.org/sig/ont/fma/fma4708,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_posterior_vein_of_left_ventricle,Posterior vein of left ventricle,FMA:4712,http://purl.org/sig/ont/fma/fma4712,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_anterior_cardiac_vein,Anterior cardiac vein,FMA:76767,http://purl.org/sig/ont/fma/fma76767,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_small_cardiac_vein,small cardiac vein,UBERON:0035374,http://purl.obolibrary.org/obo/UBERON_0035374,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_vena_cava,vena cava,UBERON:0004087,http://purl.obolibrary.org/obo/UBERON_0004087,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_superior_vena_cava,superior vena cava,FMA:4720,http://purl.org/sig/ont/fma/fma4720,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_inferior_vena_cava,inferior vena cava,FMA:10951,http://purl.org/sig/ont/fma/fma10951,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_inferior_vena_cava_a,inferior vena cava,FMA:10951,http://purl.org/sig/ont/fma/fma10951,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_inferior_vena_cava_b,inferior vena cava,FMA:10951,http://purl.org/sig/ont/fma/fma10951,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_arteries_of_heart,-,-,-,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_anterior_descending_artery,Anterior descending branch of left pulmonary artery,FMA:8636,http://purl.org/sig/ont/fma/fma8636,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_circumflex_artery,circumflex branch of left coronary artery,UBERON:0035422,http://purl.obolibrary.org/obo/UBERON_0035422,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_diagonal_branch_of_left_anterior_descending_artery,Diagonal branch of anterior descending branch of left coronary artery,FMA:3860,http://purl.org/sig/ont/fma/fma3860,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_coronary_artery,left coronary artery,UBERON:0001626,http://purl.obolibrary.org/obo/UBERON_0001626,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_marginal_branch,Left marginal artery,FMA:3902,http://purl.org/sig/ont/fma/fma3902,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_left_posterior_descending_branch_of_circumflex_branch_of_left_coronary_artery,left posterior descending branch of circumflex branch of left coronary artery,FMA:322904,http://purl.org/sig/ont/fma/fma322904,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_posterior_left_ventricular_branch,Posterior ventricular branch of circumflex coronary artery,FMA:13905,http://purl.org/sig/ont/fma/fma13905,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_coronary_artery,right coronary artery,UBERON:0001625,http://purl.obolibrary.org/obo/UBERON_0001625,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_right_marginal_artery,marginal branch of right coronary artery,FMA:3818,http://purl.org/sig/ont/fma/fma3818,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_pulmonary_artery,pulmonary artery,UBERON:0002012,http://purl.obolibrary.org/obo/UBERON_0002012,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_pulmonary_artery_L,left pulmonary artery,UBERON:0001652,http://purl.obolibrary.org/obo/UBERON_0001652,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_pulmonary_trunk,pulmonary trunk,UBERON:0002333,http://purl.obolibrary.org/obo/UBERON_0002333,VH_F_Heart
#VHFBloodVasculature,#VHFemaleOrgans,VH_F_pulmonary_artery_R,right pulmonary artery,UBERON:0001651,http://purl.obolibrary.org/obo/UBERON_0001651,VH_F_Heart
